jL,cL,emL,pL,dsL
CO,Crop Consumptive Use-CO,SCS TR21,Temperature,USGS Stream Gages
CO,Crop Consumptive Use-CO,SCS TR21,Temperature,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,SCS TR21,Temperature,SCS TR21
CO,Crop Consumptive Use-CO,SCS TR21,Temperature,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,SCS TR21,Temperature,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Temperature,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,SCS TR21,Temperature,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,SCS TR21,Temperature,Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Temperature,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,SCS TR21,Temperature,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,SCS TR21,Temperature,CO Diversion Records
CO,Crop Consumptive Use-CO,SCS TR21,Temperature,HydroBase
CO,Crop Consumptive Use-CO,SCS TR21,Temperature,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,SCS TR21,Wind Run,USGS Stream Gages
CO,Crop Consumptive Use-CO,SCS TR21,Wind Run,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,SCS TR21,Wind Run,SCS TR21
CO,Crop Consumptive Use-CO,SCS TR21,Wind Run,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,SCS TR21,Wind Run,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Wind Run,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,SCS TR21,Wind Run,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,SCS TR21,Wind Run,Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Wind Run,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,SCS TR21,Wind Run,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,SCS TR21,Wind Run,CO Diversion Records
CO,Crop Consumptive Use-CO,SCS TR21,Wind Run,HydroBase
CO,Crop Consumptive Use-CO,SCS TR21,Wind Run,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,SCS TR21,Climate Coefficient (kt),USGS Stream Gages
CO,Crop Consumptive Use-CO,SCS TR21,Climate Coefficient (kt),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,SCS TR21,Climate Coefficient (kt),SCS TR21
CO,Crop Consumptive Use-CO,SCS TR21,Climate Coefficient (kt),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,SCS TR21,Climate Coefficient (kt),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Climate Coefficient (kt),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,SCS TR21,Climate Coefficient (kt),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,SCS TR21,Climate Coefficient (kt),Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Climate Coefficient (kt),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,SCS TR21,Climate Coefficient (kt),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,SCS TR21,Climate Coefficient (kt),CO Diversion Records
CO,Crop Consumptive Use-CO,SCS TR21,Climate Coefficient (kt),HydroBase
CO,Crop Consumptive Use-CO,SCS TR21,Climate Coefficient (kt),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,SCS TR21,Crop Growth State Coefficient (Kc),USGS Stream Gages
CO,Crop Consumptive Use-CO,SCS TR21,Crop Growth State Coefficient (Kc),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,SCS TR21,Crop Growth State Coefficient (Kc),SCS TR21
CO,Crop Consumptive Use-CO,SCS TR21,Crop Growth State Coefficient (Kc),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,SCS TR21,Crop Growth State Coefficient (Kc),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Crop Growth State Coefficient (Kc),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,SCS TR21,Crop Growth State Coefficient (Kc),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,SCS TR21,Crop Growth State Coefficient (Kc),Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Crop Growth State Coefficient (Kc),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,SCS TR21,Crop Growth State Coefficient (Kc),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,SCS TR21,Crop Growth State Coefficient (Kc),CO Diversion Records
CO,Crop Consumptive Use-CO,SCS TR21,Crop Growth State Coefficient (Kc),HydroBase
CO,Crop Consumptive Use-CO,SCS TR21,Crop Growth State Coefficient (Kc),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,SCS TR21,Mean Monthly Air Temperatures (T),USGS Stream Gages
CO,Crop Consumptive Use-CO,SCS TR21,Mean Monthly Air Temperatures (T),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,SCS TR21,Mean Monthly Air Temperatures (T),SCS TR21
CO,Crop Consumptive Use-CO,SCS TR21,Mean Monthly Air Temperatures (T),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,SCS TR21,Mean Monthly Air Temperatures (T),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Mean Monthly Air Temperatures (T),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,SCS TR21,Mean Monthly Air Temperatures (T),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,SCS TR21,Mean Monthly Air Temperatures (T),Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Mean Monthly Air Temperatures (T),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,SCS TR21,Mean Monthly Air Temperatures (T),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,SCS TR21,Mean Monthly Air Temperatures (T),CO Diversion Records
CO,Crop Consumptive Use-CO,SCS TR21,Mean Monthly Air Temperatures (T),HydroBase
CO,Crop Consumptive Use-CO,SCS TR21,Mean Monthly Air Temperatures (T),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,SCS TR21,Monthly Percentage of Annual Daylight Hours (P),USGS Stream Gages
CO,Crop Consumptive Use-CO,SCS TR21,Monthly Percentage of Annual Daylight Hours (P),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,SCS TR21,Monthly Percentage of Annual Daylight Hours (P),SCS TR21
CO,Crop Consumptive Use-CO,SCS TR21,Monthly Percentage of Annual Daylight Hours (P),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,SCS TR21,Monthly Percentage of Annual Daylight Hours (P),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Monthly Percentage of Annual Daylight Hours (P),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,SCS TR21,Monthly Percentage of Annual Daylight Hours (P),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,SCS TR21,Monthly Percentage of Annual Daylight Hours (P),Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Monthly Percentage of Annual Daylight Hours (P),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,SCS TR21,Monthly Percentage of Annual Daylight Hours (P),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,SCS TR21,Monthly Percentage of Annual Daylight Hours (P),CO Diversion Records
CO,Crop Consumptive Use-CO,SCS TR21,Monthly Percentage of Annual Daylight Hours (P),HydroBase
CO,Crop Consumptive Use-CO,SCS TR21,Monthly Percentage of Annual Daylight Hours (P),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,SCS TR21,Crop Type,USGS Stream Gages
CO,Crop Consumptive Use-CO,SCS TR21,Crop Type,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,SCS TR21,Crop Type,SCS TR21
CO,Crop Consumptive Use-CO,SCS TR21,Crop Type,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,SCS TR21,Crop Type,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Crop Type,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,SCS TR21,Crop Type,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,SCS TR21,Crop Type,Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Crop Type,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,SCS TR21,Crop Type,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,SCS TR21,Crop Type,CO Diversion Records
CO,Crop Consumptive Use-CO,SCS TR21,Crop Type,HydroBase
CO,Crop Consumptive Use-CO,SCS TR21,Crop Type,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,SCS TR21,Effective Precipitation,USGS Stream Gages
CO,Crop Consumptive Use-CO,SCS TR21,Effective Precipitation,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,SCS TR21,Effective Precipitation,SCS TR21
CO,Crop Consumptive Use-CO,SCS TR21,Effective Precipitation,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,SCS TR21,Effective Precipitation,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Effective Precipitation,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,SCS TR21,Effective Precipitation,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,SCS TR21,Effective Precipitation,Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Effective Precipitation,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,SCS TR21,Effective Precipitation,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,SCS TR21,Effective Precipitation,CO Diversion Records
CO,Crop Consumptive Use-CO,SCS TR21,Effective Precipitation,HydroBase
CO,Crop Consumptive Use-CO,SCS TR21,Effective Precipitation,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,SCS TR21,Irrigated Acreage,USGS Stream Gages
CO,Crop Consumptive Use-CO,SCS TR21,Irrigated Acreage,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,SCS TR21,Irrigated Acreage,SCS TR21
CO,Crop Consumptive Use-CO,SCS TR21,Irrigated Acreage,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,SCS TR21,Irrigated Acreage,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Irrigated Acreage,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,SCS TR21,Irrigated Acreage,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,SCS TR21,Irrigated Acreage,Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Irrigated Acreage,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,SCS TR21,Irrigated Acreage,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,SCS TR21,Irrigated Acreage,CO Diversion Records
CO,Crop Consumptive Use-CO,SCS TR21,Irrigated Acreage,HydroBase
CO,Crop Consumptive Use-CO,SCS TR21,Irrigated Acreage,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,SCS TR21,Potential Consumptive Use,USGS Stream Gages
CO,Crop Consumptive Use-CO,SCS TR21,Potential Consumptive Use,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,SCS TR21,Potential Consumptive Use,SCS TR21
CO,Crop Consumptive Use-CO,SCS TR21,Potential Consumptive Use,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,SCS TR21,Potential Consumptive Use,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Potential Consumptive Use,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,SCS TR21,Potential Consumptive Use,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,SCS TR21,Potential Consumptive Use,Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Potential Consumptive Use,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,SCS TR21,Potential Consumptive Use,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,SCS TR21,Potential Consumptive Use,CO Diversion Records
CO,Crop Consumptive Use-CO,SCS TR21,Potential Consumptive Use,HydroBase
CO,Crop Consumptive Use-CO,SCS TR21,Potential Consumptive Use,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,SCS TR21,Supply Source,USGS Stream Gages
CO,Crop Consumptive Use-CO,SCS TR21,Supply Source,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,SCS TR21,Supply Source,SCS TR21
CO,Crop Consumptive Use-CO,SCS TR21,Supply Source,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,SCS TR21,Supply Source,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Supply Source,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,SCS TR21,Supply Source,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,SCS TR21,Supply Source,Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Supply Source,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,SCS TR21,Supply Source,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,SCS TR21,Supply Source,CO Diversion Records
CO,Crop Consumptive Use-CO,SCS TR21,Supply Source,HydroBase
CO,Crop Consumptive Use-CO,SCS TR21,Supply Source,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,SCS TR21,Water Supply,USGS Stream Gages
CO,Crop Consumptive Use-CO,SCS TR21,Water Supply,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,SCS TR21,Water Supply,SCS TR21
CO,Crop Consumptive Use-CO,SCS TR21,Water Supply,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,SCS TR21,Water Supply,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Water Supply,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,SCS TR21,Water Supply,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,SCS TR21,Water Supply,Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Water Supply,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,SCS TR21,Water Supply,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,SCS TR21,Water Supply,CO Diversion Records
CO,Crop Consumptive Use-CO,SCS TR21,Water Supply,HydroBase
CO,Crop Consumptive Use-CO,SCS TR21,Water Supply,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,SCS TR21,Precipitation,USGS Stream Gages
CO,Crop Consumptive Use-CO,SCS TR21,Precipitation,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,SCS TR21,Precipitation,SCS TR21
CO,Crop Consumptive Use-CO,SCS TR21,Precipitation,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,SCS TR21,Precipitation,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Precipitation,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,SCS TR21,Precipitation,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,SCS TR21,Precipitation,Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Precipitation,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,SCS TR21,Precipitation,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,SCS TR21,Precipitation,CO Diversion Records
CO,Crop Consumptive Use-CO,SCS TR21,Precipitation,HydroBase
CO,Crop Consumptive Use-CO,SCS TR21,Precipitation,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,SCS TR21,Supply Type,USGS Stream Gages
CO,Crop Consumptive Use-CO,SCS TR21,Supply Type,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,SCS TR21,Supply Type,SCS TR21
CO,Crop Consumptive Use-CO,SCS TR21,Supply Type,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,SCS TR21,Supply Type,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Supply Type,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,SCS TR21,Supply Type,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,SCS TR21,Supply Type,Weather Stations
CO,Crop Consumptive Use-CO,SCS TR21,Supply Type,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,SCS TR21,Supply Type,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,SCS TR21,Supply Type,CO Diversion Records
CO,Crop Consumptive Use-CO,SCS TR21,Supply Type,HydroBase
CO,Crop Consumptive Use-CO,SCS TR21,Supply Type,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Daily Penman-Monteith,Irrigation Method,USGS Stream Gages
CO,Crop Consumptive Use-CO,Daily Penman-Monteith,Irrigation Method,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Daily Penman-Monteith,Irrigation Method,SCS TR21
CO,Crop Consumptive Use-CO,Daily Penman-Monteith,Irrigation Method,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Daily Penman-Monteith,Irrigation Method,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Daily Penman-Monteith,Irrigation Method,Remote Automated Weather Stations (RAWS)
